"","representative","taxID","taxon","rank","score","kingdom","phylum","class","order","family","genus","species"
"1556","ASV1556",274705,"Sebastinae","subfamily",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","",""
"1557","ASV1557",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1558","ASV1558",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1559","ASV1559",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1560","ASV1560",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1561","ASV1561",740936,"Synchirus gilli","species",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Synchirus","Synchirus gilli"
"1562","ASV1562",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1563","ASV1563",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1564","ASV1564",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1565","ASV1565",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1566","ASV1566",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1567","ASV1567",40674,"Mammalia","class",1,"Metazoa","Chordata","Mammalia","","","",""
"1568","ASV1568",1,"root","no rank",1,"","","","","","",""
"1569","ASV1569",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1570","ASV1570",6072,"Eumetazoa","no rank",1,"Metazoa","","","","","",""
"1571","ASV1571",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1572","ASV1572",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1573","ASV1573",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1574","ASV1574",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1575","ASV1575",8048,"Gadus","genus",NA,"Metazoa","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus",""
"1576","ASV1576",1,"root","no rank",1,"","","","","","",""
"1577","ASV1577",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1578","ASV1578",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1579","ASV1579",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1580","ASV1580",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1581","ASV1581",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1582","ASV1582",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1583","ASV1583",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1584","ASV1584",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1585","ASV1585",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1586","ASV1586",1,"root","no rank",1,"","","","","","",""
"1587","ASV1587",6072,"Eumetazoa","no rank",1,"Metazoa","","","","","",""
"1588","ASV1588",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1589","ASV1589",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1590","ASV1590",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1591","ASV1591",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1592","ASV1592",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1593","ASV1593",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1594","ASV1594",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1595","ASV1595",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1596","ASV1596",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1597","ASV1597",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1598","ASV1598",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1599","ASV1599",8033,"Salvelinus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus",""
"1600","ASV1600",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1601","ASV1601",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1602","ASV1602",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1603","ASV1603",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1604","ASV1604",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1605","ASV1605",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1606","ASV1606",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1607","ASV1607",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1608","ASV1608",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1609","ASV1609",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1610","ASV1610",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1611","ASV1611",557346,"Leuroglossus schmidti","species",NA,"Metazoa","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus schmidti"
"1612","ASV1612",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1613","ASV1613",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1614","ASV1614",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1615","ASV1615",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1616","ASV1616",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1617","ASV1617",34820,"Sebastes","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",""
"1618","ASV1618",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1619","ASV1619",9605,"Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"1620","ASV1620",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1621","ASV1621",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1622","ASV1622",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1623","ASV1623",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1624","ASV1624",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1625","ASV1625",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1626","ASV1626",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1627","ASV1627",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1628","ASV1628",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1629","ASV1629",1,"root","no rank",1,"","","","","","",""
"1630","ASV1630",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1631","ASV1631",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1632","ASV1632",1,"root","no rank",1,"","","","","","",""
"1633","ASV1633",1,"root","no rank",1,"","","","","","",""
"1634","ASV1634",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1635","ASV1635",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1636","ASV1636",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1637","ASV1637",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1638","ASV1638",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1639","ASV1639",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1640","ASV1640",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1641","ASV1641",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1642","ASV1642",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1643","ASV1643",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1644","ASV1644",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1645","ASV1645",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1646","ASV1646",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1647","ASV1647",8830,"Anatidae","family",1,"Metazoa","Chordata","Aves","Anseriformes","Anatidae","",""
"1648","ASV1648",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1649","ASV1649",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1650","ASV1650",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1651","ASV1651",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1652","ASV1652",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1653","ASV1653",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1654","ASV1654",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1655","ASV1655",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1656","ASV1656",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1657","ASV1657",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1658","ASV1658",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1659","ASV1659",40674,"Mammalia","class",1,"Metazoa","Chordata","Mammalia","","","",""
"1660","ASV1660",9605,"Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"1661","ASV1661",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1662","ASV1662",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1663","ASV1663",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1664","ASV1664",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1665","ASV1665",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1666","ASV1666",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1667","ASV1667",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1668","ASV1668",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1669","ASV1669",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1670","ASV1670",1,"root","no rank",1,"","","","","","",""
"1671","ASV1671",8256,"Pleuronectidae","family",NA,"Metazoa","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","",""
"1672","ASV1672",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1673","ASV1673",240832,"Thaleichthys pacificus","species",NA,"Metazoa","Chordata","Actinopteri","Osmeriformes","Osmeridae","Thaleichthys","Thaleichthys pacificus"
"1674","ASV1674",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1675","ASV1675",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1676","ASV1676",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1677","ASV1677",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1678","ASV1678",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1679","ASV1679",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1680","ASV1680",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1681","ASV1681",1,"root","no rank",1,"","","","","","",""
"1682","ASV1682",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1683","ASV1683",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1684","ASV1684",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1685","ASV1685",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1686","ASV1686",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1687","ASV1687",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1688","ASV1688",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1689","ASV1689",8092,"Cottidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","",""
"1690","ASV1690",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1691","ASV1691",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1692","ASV1692",9822,"Sus","genus",NA,"Metazoa","Chordata","Mammalia","","Suidae","Sus",""
"1693","ASV1693",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1694","ASV1694",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1695","ASV1695",1,"root","no rank",1,"","","","","","",""
"1696","ASV1696",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1697","ASV1697",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1698","ASV1698",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1699","ASV1699",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1700","ASV1700",8016,"Oncorhynchus","genus",NA,"Metazoa","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus",""
"1701","ASV1701",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1702","ASV1702",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1703","ASV1703",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1704","ASV1704",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1705","ASV1705",8095,"Myoxocephalus","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus",""
"1706","ASV1706",6072,"Eumetazoa","no rank",1,"Metazoa","","","","","",""
"1707","ASV1707",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1708","ASV1708",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1709","ASV1709",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1710","ASV1710",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1711","ASV1711",30892,"Stichaeidae","family",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Stichaeidae","",""
"1712","ASV1712",1,"root","no rank",1,"","","","","","",""
"1713","ASV1713",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1714","ASV1714",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1715","ASV1715",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1716","ASV1716",40674,"Mammalia","class",1,"Metazoa","Chordata","Mammalia","","","",""
"1717","ASV1717",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1718","ASV1718",72449,"Hexagrammos","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos",""
"1719","ASV1719",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1720","ASV1720",9615,"Canis lupus familiaris","subspecies",NA,"Metazoa","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1721","ASV1721",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1722","ASV1722",40674,"Mammalia","class",1,"Metazoa","Chordata","Mammalia","","","",""
"1723","ASV1723",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1724","ASV1724",34820,"Sebastes","genus",NA,"Metazoa","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",""
"1725","ASV1725",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1726","ASV1726",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1727","ASV1727",40674,"Mammalia","class",1,"Metazoa","Chordata","Mammalia","","","",""
"1728","ASV1728",8830,"Anatidae","family",1,"Metazoa","Chordata","Aves","Anseriformes","Anatidae","",""
"1729","ASV1729",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1730","ASV1730",40674,"Mammalia","class",1,"Metazoa","Chordata","Mammalia","","","",""
"1731","ASV1731",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1732","ASV1732",1,"root","no rank",1,"","","","","","",""
"1733","ASV1733",9605,"Homo","genus",NA,"Metazoa","Chordata","Mammalia","Primates","Hominidae","Homo",""
"1734","ASV1734",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1735","ASV1735",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1736","ASV1736",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1737","ASV1737",191812,"Somniosus","genus",NA,"Metazoa","Chordata","Chondrichthyes","Squaliformes","Somniosidae","Somniosus",""
"1738","ASV1738",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1739","ASV1739",1,"root","no rank",1,"","","","","","",""
"1740","ASV1740",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
"1741","ASV1741",1,"root","no rank",1,"","","","","","",""
"1742","ASV1742",1,"root","no rank",1,"","","","","","",""
"1743","ASV1743",1,"root","no rank",1,"","","","","","",""
"1744","ASV1744",186623,"Actinopteri","class",1,"Metazoa","Chordata","Actinopteri","","","",""
